Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Stromal.cells_Q_	2.0406368416522947e-06	4.764160076165491e-06	0.3342051226361199
Myeloid.cells	2.4774331664754645e-07	6.258480284972014e-07	0.34610703411013943
Vascular.endothelial.cells	5.7025879081470044e-09	1.2216020076775523e-07	0.4813836468613509
Mesangial.cells	-4.460079873689339e-09	6.706976292464009e-07	0.5026529113033077
Mesangial.cells_Q_	-4.7897762002127595e-08	3.100045739386963e-07	0.5613948579936874
Kidney_Unknown.7	-3.0695535541946512e-06	1.4591745160795006e-05	0.5833075556003088
Kidney_Unknown.14	-6.654058689486839e-08	5.246034197450725e-08	0.8976720520262359
Ureteric.bud.cells	-1.9489263598571426e-07	1.282091892635704e-07	0.9357588881159824
