Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Stromal.cells_Q_	2.021148964225653e-06	6.939542948778968e-07	0.0017926824363611578
Mesangial.cells_Q_	2.95914839379449e-07	3.262074207714486e-07	0.18216716216009965
Ureteric.bud.cells	5.93010701599831e-08	1.3782067701978697e-07	0.333497070767961
Kidney_Unknown.7	5.468418719580225e-07	1.937510509659948e-05	0.4887417703304049
Kidney_Unknown.14	-1.1782727228018716e-08	5.281847421286796e-08	0.5882632454676741
Vascular.endothelial.cells	-1.0616622886930562e-07	1.1872937817063962e-07	0.8143889919739447
Mesangial.cells	-2.935338510792521e-07	2.7137598699758917e-07	0.8602959729527668
Myeloid.cells	-4.121555626288011e-07	1.9321529634123777e-07	0.983543438905796
