Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Kidney_Unknown.14	7.256596805531316e-08	4.808692069990133e-08	0.06564193907155087
Mesangial.cells_Q_	7.905950469428602e-08	3.5765376066733174e-07	0.41252659733017694
Kidney_Unknown.7	-3.771626644989446e-06	2.3835734509900698e-05	0.562863843538659
Mesangial.cells	-1.5251682666472088e-07	3.983010385390747e-07	0.6491098941494413
Vascular.endothelial.cells	-1.1750139336948117e-07	1.1002690038173242e-07	0.8572247051795778
Ureteric.bud.cells	-1.3885558147797537e-07	1.0958446267443038e-07	0.8974420409745558
Myeloid.cells	-3.796465023115617e-07	2.612227619200459e-07	0.9269358501001738
Stromal.cells_Q_	-3.1268914244720077e-06	5.652052980140008e-07	0.9999999841980448
