Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Lymphatic.endothelial.cells	9.19634476338798e-07	7.043468580101555e-07	0.09583483795859526
Myeloid.cells	5.718003561967366e-07	5.46893279859601e-07	0.1478860744723025
Stromal.cells	1.889103462758927e-06	1.989621051603371e-06	0.1711885166401988
Lymphoid.cells	6.226668321845958e-07	1.139148272060093e-06	0.2923242550049774
Vascular.endothelial.cells	-1.3695864821315314e-07	2.156786185055023e-07	0.7372899133071025
Megakaryocytes	-7.481888142086418e-07	4.220517461472575e-07	0.961864257617356
Bronchiolar.and.alveolar.epithelial.cells	-5.016290346229323e-07	2.6104222459275475e-07	0.9726744289359527
Neuroendocrine.cells	-1.1318581967425462e-06	3.487557690399403e-07	0.9994136080064107
Ciliated.epithelial.cells	-4.845318257401339e-07	1.312888537876947e-07	0.999888127702806
