Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Megakaryocytes	1.1924293126941298e-06	5.458037090740267e-07	0.014454621966356808
Stromal.cells	1.3071308760956767e-06	1.144653451039632e-06	0.1267385152891055
Bronchiolar.and.alveolar.epithelial.cells	3.233480942254719e-07	2.930949079275621e-07	0.13496587092641232
Myeloid.cells	4.4914185758777636e-07	6.12768340637526e-07	0.23178784247254253
Lymphatic.endothelial.cells	-8.715286707161703e-08	2.464122308424183e-07	0.6382133648253165
Vascular.endothelial.cells	-7.93434658213898e-08	1.28551793122863e-07	0.7314519245261542
Lymphoid.cells	-2.8705885471292233e-07	3.8002796970058983e-07	0.7749842285777349
Ciliated.epithelial.cells	-1.680581099391068e-07	1.260585702109211e-07	0.9087627775161073
Neuroendocrine.cells	-8.043113971117307e-07	2.863160445070206e-07	0.9975165551590481
