Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Lymphoid.cells	3.176880698035705e-06	1.6448424792325336e-06	0.026715603081601536
Stromal.cells	2.4050116391870116e-06	2.2824404209928256e-06	0.14600972635436482
Myeloid.cells	6.566266892729385e-07	8.566666377442243e-07	0.22169230333209194
Megakaryocytes	5.385813801081236e-07	8.454568150420099e-07	0.2620526416110631
Vascular.endothelial.cells	-1.1239803648351049e-07	3.01072261967457e-07	0.6455470035715436
Ciliated.epithelial.cells	-2.2134078122758576e-07	2.5571771263302253e-07	0.8066361360267238
Lymphatic.endothelial.cells	-6.538976932326848e-07	3.179235421873567e-07	0.9801461386719329
Bronchiolar.and.alveolar.epithelial.cells	-5.978942862150506e-07	2.8292613601801424e-07	0.9827104072351786
Neuroendocrine.cells	-1.2602019677968228e-06	3.3202243260809635e-07	0.9999263365841685
