Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Neuroendocrine.cells	1.3672598453756625e-07	1.7994381390442596e-07	0.22367930599718078
Bronchiolar.and.alveolar.epithelial.cells	6.051908828278713e-08	9.364510459222194e-08	0.25905548368921016
Ciliated.epithelial.cells	1.3209281815437703e-08	3.980870045398683e-08	0.3700129811288416
Myeloid.cells	-8.37186890704714e-09	9.91912695418533e-08	0.5336313003490764
Vascular.endothelial.cells	-4.985489790366237e-09	4.032615427796242e-08	0.5491955602600751
Lymphoid.cells	-8.358644365067909e-08	1.2315215577631475e-07	0.7513439302273437
Lymphatic.endothelial.cells	-7.372965506722406e-08	7.929000000965881e-08	0.8237816592530076
Stromal.cells	-2.5603391133948773e-07	1.960764615144442e-07	0.904187340086771
Megakaryocytes	-1.7867912284150945e-07	9.473885106113994e-08	0.9703536959421877
