Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Erythroblasts	3.531344439009976e-07	2.297224687144122e-07	0.06211947142698996
Megakaryocytes	1.8835371954336537e-07	1.3457218657114543e-07	0.08080934539481027
Hepatoblasts	1.0797449864280746e-07	1.0525348336263438e-07	0.15248067046314068
Vascular.endothelial.cells	1.7680703176996537e-07	1.9304518304931936e-07	0.17986381905182453
Stellate.cells	2.2669760050457841e-07	3.6407046353098424e-07	0.2667490350007773
Lymphoid.cells	-1.2267174261266308e-07	1.1880625649125114e-07	0.8490894653071701
Myeloid.cells	-1.215063056207791e-07	9.005978819346422e-08	0.9113594240868343
Hematopoietic.stem.cells	-3.2175301882829157e-07	1.5801722501058042e-07	0.9791343363030681
