Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Erythroblasts	1.3268978263749207e-07	1.029605447648378e-07	0.09874355296397302
Lymphoid.cells	9.002763489611149e-08	8.86470825748247e-08	0.15491624596473236
Vascular.endothelial.cells	1.8261964418166465e-08	7.148655889270733e-08	0.39918387345961215
Megakaryocytes	1.6098002805770743e-08	6.676881371294771e-08	0.40473856367529576
Hepatoblasts	-7.270648973929367e-09	5.3242574906228214e-08	0.5543095363235516
Stellate.cells	-6.033229687041064e-08	1.467301123488301e-07	0.6595292472854881
Myeloid.cells	-6.452170536717154e-08	6.942658485636027e-08	0.8236465402254867
Hematopoietic.stem.cells	-2.3137825431435925e-07	1.0801022052074191e-07	0.9839108424883092
