Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Erythroblasts	2.891356709979788e-07	1.4401675869315886e-07	0.022340091614308256
Hepatoblasts	3.462299981339712e-08	4.6514027203613195e-08	0.22833053553968424
Lymphoid.cells	-1.538677955626184e-08	9.14407346240954e-08	0.5668147658539789
Stellate.cells	-5.419915385244515e-08	1.490620669622997e-07	0.641922103333759
Myeloid.cells	-5.071619969074612e-08	6.484070307170162e-08	0.7829415171137051
Vascular.endothelial.cells	-5.878316171611741e-08	6.657394052988891e-08	0.8113752588811747
Hematopoietic.stem.cells	-1.1908906333457439e-07	1.256292557580266e-07	0.8284201349738965
Megakaryocytes	-1.0935918488441979e-07	7.427666714866137e-08	0.9295330524205276
