Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Erythroblasts	2.1364466091850656e-07	1.069126163892886e-07	0.02284147504357591
Stellate.cells	2.0758168990261802e-07	1.2380469524844132e-07	0.046801878221775325
Hepatoblasts	6.504557017042731e-09	5.439448128703738e-08	0.45240745892867235
Myeloid.cells	-1.5875639838543652e-08	6.067484089100494e-08	0.603204784266139
Hematopoietic.stem.cells	-4.333993740144117e-08	1.0553993769081859e-07	0.6593352704614542
Lymphoid.cells	-4.3831665143225344e-08	9.800865554418506e-08	0.6726427514944089
Megakaryocytes	-4.2413958595008596e-08	7.22243747630627e-08	0.721482996128288
Vascular.endothelial.cells	-6.714130778700231e-08	7.081664423601636e-08	0.8284608961750021
